Links,Name,SKU,MPN,UPC,Price,Stock,Description,Additional Details,Path,Image URL
https://marineengineparts.com/sierra-marine-18-5860-stator,Sierra Marine 18-5860 Stator,18-5860,18-5860,30999563866,$203.19,,"Sierra Marine 18-5860 Stator



Stator fits Mercury Marine Outboards.","
        

                
                    Brand
                    Sierra
                

                
                    Cross Reference / Specs
                    MERCURY MARINE
398-5454A35

MALLORY MARINE
9-25504

CDI
174-5456-16

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Outboards  Mercury/Mariner  Ignition  Sierra Marine 18-5860 Stator,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/18143/16010013/18-5860__94603.1743117958.jpg?c=1
https://marineengineparts.com/mercury-marine-22-864669-fitting,Mercury Marine 22-864669 Fitting,MER22864669,864669,745061535480,$32.69,,"Mercury Marine 22-864669 Fitting.

Fits: 350 MAG 4.3L 5.7L 6.2L MPI

","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    22-863658  

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Engine Electrical  Mercury Marine 22-864669 Fitting,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/30091/16006262/MER22864669__38802.1743108694.jpg?c=1
https://marineengineparts.com/sierra-marine-18-3540-thermostat,Sierra Marine 18-3540 Thermostat,18-3540,18-3540,808282230975,$22.09,12,"Sierra 18-3540 Yamaha Thermostat with Grommet.

Fits Models: 115, 130, 150, 15, 25, 40, 50, 9.9, C40, DX150, LX225, LX250, LZ150, LZ200, SX200, SX225, SX250, V150, VX150, VX200, VX225, VX250, VZ150, VZ175, VZ200, Z150, Z175, Z200

Replaces Yamaha 6E5-12411-30, Mallory 9-43035","
        

                
                    Brand
                    Sierra
                

                
                    Cross Reference / Specs
                    YAMAHA MARINE
6E5-12411-30-00
6E5-12411-10-00
6E5-12411-20-00

MALLORY MARINE
9-43035

SIERRA MARINE
18-3540
USE WITH
 18-0844 - Thermostat Gasket
 18-3608 - Thermostats & Gasket Kit
18-43175 - Thermostat Kit
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Outboards  Yamaha  Thermostats  Sierra Marine 18-3540 Thermostat,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/17754/16008508/18-3540__96120.1743115104.jpg?c=1
https://marineengineparts.com/yanmar-119773-55710-filter-fuel,Yanmar 119773-55710 Filter Fuel,YAN119773-55710-12,119773-55710-12,12345681278,$50.69,11,"Yanmar 119773-55710 Diesel Engine Spin On Fuel Filter.

Fits 6LP-DT(Z)E/-ST(Z)E, 6LPA-DT/ST(Z)(E)(P) model engines.

Features:

Filter Thread: 3/4 - 16


Port Thread: M36 x 1.5


O.D.: 3 9/16 (90.5)


Height: 5 7/16 (138.1)


O-ring gasket included","
        

                
                    Brand
                    Yanmar
                

                
                    Cross Reference / Specs
                    BALDWIN
119773-55510

NAPA
3138

YANMAR
119773-55510

WIX
33138

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Diesel Inboard Engine  Yanmar  Fuel  Yanmar 119773-55710 Filter Fuel,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/27500/16019005/YAN119773-55710-12__83512.1743137732.jpg?c=1
https://marineengineparts.com/mercury-marine-57-861757q-belt,Mercury Marine 57-861757Q Belt,MER57861757Q,861757Q,745061450783,$130.79,1,"Mercruiser 57-861757Q Serpentine Belt 2471MM Length. replaces Mercruiser 57-861757 and Sierra 18-15115.

Features:

Belt Length: 2471mm","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    57-861757 18-15115  

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Belts  Mercury Marine 57-861757Q Belt,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/18350/16006946/MER57861757Q__10310.1743112144.jpg?c=1
https://marineengineparts.com/sherwood-g55-2-pleasurecraft-pump,Sherwood G55-2 Pleasurecraft Pump,SHRG-55-2,G55-2,734943138567,$778.19,,"Sherwood G55-2 Pleasurecraft (PCM) Seawater Pump. For Pleasurecraft GM (Chevy) 350 & 454 cu.in. V-8 engines. Replaces Pleasurecraft part RA057009. Inlet Port: 1-1/4"". Outlet Port: 1-1/4"". Replacement impeller kit SHR10615-K.
","
        

                
                    Brand
                    Sherwood | Pentair
                

                
                    Cross Reference / Specs
                    PCMRA057009 SHR12907 SHR12856 RA057009

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Exhaust & Cooling  Water Pumps & Service Kits  Engine Cooling Pumps  Pleasurecraft  Sherwood G55-2 Pleasurecraft Pump,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/25380/16011764/SHRG-55-2__46574.1743120611.jpg?c=1
https://marineengineparts.com/mercury-marine-10-8m0204643-screw,Mercury Marine 10-8M0204643 Screw,MER108M0204643,8M0204643,745061076624,$2.19,3,"Mercury Marine 10-8M0204643 Screw.

Used for mounting coupler to engine flywheel on multiple applications.

Features:

Dimensions: .375-16 x 1.2","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    MERCURY MARINE
10-14883
10-13511
USE WITH:
 10-13510 - Washer
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Engine Couplers  Mercury Marine 10-8M0204643 Screw,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/30526/16006007/MER108M0204643__31352.1743107949.jpg?c=1
https://marineengineparts.com/mercury-marine-35-8m2001030-filter,Mercury Marine 35-8M2001030 Filter,MER358M2001030,8M2001030,745061734975,$10.29,1,"Mercury Marine 35-8M2001030 Filter.

For use with the IAC adapter kit on MCM 3.0L MPI, V-6 & V-8 (305, 350 & 496 CID) MPI Engines With ECM.
","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    USE WITH:
866295A02 - IAC Apater Kit
8M0181068 - Valve-Idle Air
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Engine Electrical  Mercury Marine 35-8M2001030 Filter,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/30801/16006816/MER358M2001030__65967.1743111515.jpg?c=1
https://marineengineparts.com/groco-arg-503-sight-glass,Groco ARG-503 Sight Glass,GROARG-503,ARG-503,742985066755,$47.09,2,"Groco ARG-503 Sight Glass.

Sight glass fits the ARG-500-S 1/2” NPT strainer.

Features:

Drain Plug and Drain o'ring included


**SIGHT GLASS O-RING NOT INCLUDED. YOU MUST ORDER SERVICE KIT ARG-1**
","
        

                
                    Brand
                    Groco
                

                
                    Cross Reference / Specs
                    USE WITH:
ARG-500-S - Strainer
2-153 - Sight Glass O-Ring
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Exhaust & Cooling  Intake Strainers  Groco-Intake  Groco ARG-503 Sight Glass,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/18669/16004542/GROARG-503__79415.1743101635.jpg?c=1
https://marineengineparts.com/shrinkfast-198170-trigger-igniter-assembly,ShrinkFast 198170 Trigger & Igniter Assembly,SRI198170,198170,27715102041,$79.99,,"ShrinkFast 198170 Trigger & Igniter Assembly.

Replacement Trigger & Igniter Assembly for 998 Shrinkfast Gun.
","
        

                
                    Brand
                    ShrinkFast
                

                
                    Cross Reference / Specs
                    USE WITH:
 SG19998A - Model 998 ShrinkFast Gun
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Winterizing  Shrink Wrap Installation Tools & Accessories  Shrink Wrap Heat Guns  ShrinkFast 198170 Trigger & Igniter Assembly,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/25641/16012243/SRI198170__35668.1743121443.jpg?c=1
https://marineengineparts.com/mercury-marine-23-8m0214947-sleeve,Mercury Marine 23-8M0214947 Sleeve,MER238M0214947,8M0214947,678633180538,$15.69,4,"Mercury Marine 23-8M0214947 Sleeve.

Thermostat retaining sleeve fits Design #2 and #3 housings thermostat housing.

Features:

Material: Plastic


Color: White","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    MERCURY MARINE
23-806922
23-805532
23-17495
23-174951

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Cooling  Mercury Marine 23-8M0214947 Sleeve,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/29350/16006307/MER238M0214947__33543.1743108764.jpg?c=1
https://marineengineparts.com/mercury-marine-32-8m2021655-hose,Mercury Marine 32-8M2021655 Hose,MER328M2021655,8M2021655,745061657908,$78.29,,"Mercury Marine 32-8M2021655 Hose.

Molded Hose Water Orifice to Power Steering Cooler.

Fits 5.7L MPI TOW","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    32-865235 32865235 MER32865235


                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Cooling  Mercury Marine 32-8M2021655 Hose,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/30098/16006715/MER328M2021655__53955.1743110622.jpg?c=1
https://marineengineparts.com/mercury-marine-32-16012-hose,Mercury Marine 32-16012 Hose,MER3216012,16012,745061115293,$36.99,1,"Mercury Marine 32-16012 Hose.

Fits: MC175/205 (1987), 4.3L (1988-92), 4.3L (Gen II) (1992-95), 4.3LX (Gen II) (1992-95) Oil cooler to thermostat housing with all four hose connectors cast into the thermostat housing (No “T” connector). Two hoses to manifold and two hoses to elbow.","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    MALLORY MARINE
9-44084

SIERRA
18-70956

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Hose-Preformed  Mercury Marine 32-16012 Hose,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/18820/16006643/MER3216012__62839.1743110383.jpg?c=1
https://marineengineparts.com/mercury-marine-19-858240-cap,Mercury Marine 19-858240 Cap,MER19858240,19-858240,745061076747,$7.75,1,"Mercury Marine 19-858240 Cap

CLEARANCE ITEM - FINAL SALE - NO RETURNS - NO WARRANTIES OR GUARANTEES EXPRESSED OR IMPLIED - BUYING AS IS - PLEASE CONTACT US WITH ANY QUESTIONS BEFORE PURCHASE","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Clearance  Mercury Marine 19-858240 Cap,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/29928/16006229/MER19858240__15012.1743108645.jpg?c=1
https://marineengineparts.com/mercury-marine-12-8m0204655-washer,Mercury Marine 12-8M0204655 Washer,MER128M0204655,8M0204655,745061138728,$3.09,19,"Mercury Marine 12-8M0204655 Washer.

Mounting washer fits all Mercury Marine Mercruiser sterndrives 1963-1998. Used when mounting the sterndrive to the gimbal/bell housing assembly.

Features:

Requires six per sterndrive


Sold Individually","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    MERCURY MARINE
12-35935
12-34567
1234567
34567
V

SIERRA MARINE
18-0203-09

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ","Home  Engine & Drive Parts  Outdrives & Transmissions  MerCruiser R/MR, '78-'82  Transom Assembly  Mercury Marine 12-8M0204655 Washer",https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/30591/16006120/MER128M0204655__14539.1743108492.jpg?c=1
https://marineengineparts.com/sierra-marine-18-5920-starter,Sierra Marine 18-5920 Starter,18-5920,18-5920,808282244491,$143.19,1,"Sierra Marine 18-5920 Starter

Features:

For: 5.0 & 5.8 litre Ford engines


Clockwise/Standard Rotation



","
        

                
                    Brand
                    Sierra
                

                
                    Cross Reference / Specs
                    ARCO
70125

MALLORY MARINE
9-15902

MES
5075M

BRP-OMC
3854190
987811

PLEASURECRAFT
RA122001
RA122014

VOLVO PENTA
3854190
USE WITH:
18-6291 - Solenoid
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Gas Inboard Engine  Volvo Penta  Starters  Sierra Marine 18-5920 Starter,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/28976/16010918/18-5920__85694.1743119552.jpg?c=1
https://marineengineparts.com/mercury-marine-32-8m0062634-hose,Mercury Marine 32-8M0062634 Hose,MER328M0062634,8M0062634,74506114866,$39.49,,"Mercury Marine 32-8M0062634 Hose.

Hose is used for many applications. Also on the exhuast manifold to bib orifice meter on 8.2L catalytic engines.

Features:

ID: 3/4""


Length: 44""","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    
32-4285064
32-4285069


                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Gas Inboard Engine  MerCruiser  Hose-Preformed  Mercury Marine 32-8M0062634 Hose,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/18748/16006699/MER328M0062634__76611.1743110601.jpg?c=1
https://marineengineparts.com/mercury-marine-10-32470-screw,Mercury Marine 10-32470 Screw,MER1032470,32470,745061135697,$3.99,1,"Mercury Marine 10-32470 Screw.

Fits Mercury Marine Trim tab anode of R/MR/Alpha One, 165, 228, 260, 470, 485, & 898 outdrives.

Features:

Length: .437-14


Thread Size: 1.75


Thread: Coarse


Drive: Hex


Drive Size: 3/8""

","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    MERCURY MARINEM
10-47580
10-74728

BLUE JACKET MARINE PRODUCTS
32470

GLM MARINE
21740

SIERRA MARINE
18-6245

FASTENAL
0171180
18-6245  21740  

                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Stern Drive Engine  MerCruiser  Anodes  Aluminum Anodes  Mercury Marine 10-32470 Screw,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/22935/16005943/MER1032470__14168.1743107859.jpg?c=1
https://marineengineparts.com/mercury-marine-10-167051-bolt,Mercury Marine 10-167051 Bolt,MER10167051,167051,745061118300,$5.89,2,"Mercury Marine 10-167051 Bolt.

Mounting bolt fits aluminum anode on Mercury Marine 6, 8, 9.9, 15, & 20hp outboards. Located on bottom of lower gear housing.

Features:

Thread: M6 x 20","
        

                
                    Brand
                    Mercury Marine
                

                
                    Cross Reference / Specs
                    MERCURY MARINE
82304233
8230424
898101953
USE WITH:
853762T01 - Trim Tab Anode
853762 - Trim Tab Anode
                
        
                    
                        
                            
                        
                        
                            PROPOSITION 65 WARNING: FOR MORE INFORMATION, VISIT WWW.P65WARNINGS.CA.GOV
                        
                    
    ",Home  Engine & Drive Parts  Outboards  Anodes  Aluminum Anodes  Mercury Marine 10-167051 Bolt,https://cdn11.bigcommerce.com/s-aiepu2kcnu/images/stencil/760x760/products/22958/16005936/MER10167051__17138.1743107848.jpg?c=1
